estate_name,stage_name
Manor Lakes - Lollipop Hill Estate,172
Manor Lakes - Lollipop Hill Estate,173
Manor Lakes - Lollipop Hill Estate,174
Manor Lakes - Lollipop Hill Estate,175
Manor Lakes - Lollipop Hill Estate,176
Manor Lakes - Lollipop Hill Estate,177
Manor Lakes - Lollipop Hill Estate,178
Manor Lakes - Lollipop Hill Estate,179
Manor Lakes - The Village,190
Manor Lakes - The Village,191
Manor Lakes - The Village,194
Manor Lakes - The Village,195
Manor Lakes - The Village,196
Manor Lakes - The Village,197
Manor Lakes - The Village,198
Manor Lakes - The Village,199
Manor Lakes - The Village,201
Manor Lakes - The Village,202
Manor Lakes - The Village,203
Manor Lakes - The Village,204
Manor Lakes - The Village,205
Manor Lakes Estate - Lakeside,134
Manor Lakes Estate - Lakeside,167
Manor Lakes Estate - Lakeside,170
Manor Lakes Estate - Lakeside,173
Manor Lakes Estate - Lakeside,176
Manor Lakes Estate - Lakeside,178
Manor Lakes Estate - Lakeside,190
Manor Lakes Estate - Lakeside,197
Manor Lakes Estate - Lakeside,198
Manor Lakes Estate - Lakeside,199
Manor Lakes Estate - Lakeside,43
Manor Lakes Estate - Lakeside,46
Manor Lakes Estate - Lakeside,47B
Manor Lakes Estate - Lakeside,49
Manor Lakes Estate - Lakeside,50
Manor Lakes Estate - Lakeside,51
Manor Lakes Estate - Lakeside,53
Manor Lakes Estate - Lakeside,62
Manor Lakes Estate - Lakeside,63
Manzeene Village Estate,1
Manzeene Village Estate,11
Manzeene Village Estate,12
Manzeene Village Estate,2
Manzeene Village Estate,3
Manzeene Village Estate,4
Manzeene Village Estate,5
Manzeene Village Estate,6
Manzeene Village Estate,7
Manzeene Village Estate,8
Manzeene Village Estate,9B
Maple Grove,1
Maple Grove,2
Maple Grove,3
Maple Grove,4
Maple Grove,5
Maple Grove,6
Maple Grove,8
Maple Lane,1
Maple Lane Rise,1
Maplestone,1
Maplestone,10
Maplestone,12
Maplestone,2
Maplestone,3
Maplestone,4
Maplestone,5
Maplestone,6
Maplestone,7
Maplestone,9
Maplewood,10
Maplewood,11
Maplewood,12
Maplewood,4
Maplewood,6
Maplewood,7
Maplewood,8
Maplewood,9
Marigold Estate,1
Marigold Estate,10
Marigold Estate,11A
Marigold Estate,12
Marigold Estate,2
Marigold Estate,3
Marigold Estate,4
Marigold Estate,4A
Marigold Estate,5
Marigold Estate,6
Marigold Estate,7
Marigold Estate,8
Marigold Estate,9
Marran Run,1
Marran Run,2
Marriot Waters,34
Marshal Place,1
Martin Place Estate,1
Masall Estate,3
Masall Estate,4
Mason Quarter Estate,1
Mason Quarter Estate,11
Mason Quarter Estate,12
Mason Quarter Estate,13
Mason Quarter Estate,14
Mason Quarter Estate,2
Mason Quarter Estate,4B
Mason Quarter Estate,5
Mason Quarter Estate,6
Mason Quarter Estate,6B
Matilda,1B
Matilda,2
Matilda,3
Matilda,3A
Matilda,4
Mattana,1
Mattana,2
Mattana,4
Mayfair Park,1
Mayfield,1
Mayfield,2
Mayfield Estate,11
Mayfield Estate,12
Mayfield Estate,13
Mayfield Estate,14
Mayfield Estate,9
Melrose Terrace,1
Meridian Estate,10
Meridian Estate,11
Meridian Estate,13
Meridian Estate,14
Meridian Estate,15
Meridian Estate,16
Meridian Estate,17
Meridian Estate,20
Meridian Estate,21
Meridian Estate,23
Meridian Estate,25
Meridian Estate,27
Meridian Estate,28
Meridian Estate,30
Meridian Estate,31
Meridian Estate,34
Meridian Estate,35
Meridian Estate,36
Meridian Estate,37
Meridian Estate,38
Meridian Estate,4
Meridian Estate,42
Meridian Estate,43
Meridian Estate,45
Meridian Estate,46
Meridian Estate,47
Meridian Estate,48
Meridian Estate,49
Meridian Estate,50B
Meridian Estate,51
Meridian Estate,53
Meridian Estate,54A
Meridian Estate,55A
Meridian Estate,56
Meridian Estate,58
Meridian Estate,6
Meridian Estate,7
Meridian Estate,8
Meridian Estate,9B
Meridian Estate,9C
Merindah Estate,1
Merindah Estate,2
Merindah Estate,3
Mernda On The Park Estate,3
Mernda On The Park Estate,4
Mernda On The Park Estate,5
Mernda On The Park Estate,6
Mernda On The Park Estate,7
Mernda Villages Estate,48
Mernda Villages Estate,55
Mernda Villages Estate,56
Mernda Villages Estate,57
Mernda Villages Estate,64
Mernda Villages Estate,69
Mernda Villages Estate,71
Mernda Villages Estate,72
Mernda Villages Estate,73
Mernda Villages Estate,74
Merrifield Estate,1 - Atkin
Merrifield Estate,10
Merrifield Estate,11
Merrifield Estate,2 - Atkin
Merrifield Estate,20
Merrifield Estate,21
Merrifield Estate,22
Merrifield Estate,27
Merrifield Estate,29
Merrifield Estate,3
Merrifield Estate,3 - Atkin
Merrifield Estate,30
Merrifield Estate,31
Merrifield Estate,34
Merrifield Estate,35
Merrifield Estate,36
Merrifield Estate,37
Merrifield Estate,38
Merrifield Estate,39
Merrifield Estate,4
Merrifield Estate,40
Merrifield Estate,41
Merrifield Estate,42
Merrifield Estate,43
Merrifield Estate,44
Merrifield Estate,45
Merrifield Estate,46
Merrifield Estate,47
Merrifield Estate,48
Merrifield Estate,49
Merrifield Estate,50
Merrifield Estate,52
Merrifield Estate,53
Merrifield Estate,54
Merrifield Estate,55
Merrifield Estate,57
Merrifield Estate,6
Merrifield Estate,65
Merrifield Estate,66
Merrifield Estate,67
Merrifield Estate,68
Merrifield Estate,69
Merrifield Estate,7
Merrifield Estate,7 - Atkin
Merrifield Estate,79
Merrifield Estate,8
Merrifield Estate - Aitkin Release,11
Merrifield Estate - Aitkin Release,7
Michaels Place Estate,1
Millstone Estate,1
Millstone Estate,2
Millstone Estate,3
Millstone Estate,4
Millstone Estate,5
Millstone Estate,6
Millstone Estate,7A
Millstone Estate,7B
Minta Estate,1
Minta Estate,15
Minta Estate,17
Minta Estate,18
Minta Estate,18A
Minta Estate,19
Minta Estate,2
Minta Estate,20
Minta Estate,21
Minta Estate,22
Minta Estate,23
Minta Estate,24
Minta Estate,25
Minta Estate,26
Minta Estate,27
Minta Estate,28
Minta Estate,29
Minta Estate,3
Minta Estate,5
Minta Estate,5B
Minta Estate,6
Minta Estate,6A
Minta Estate,7
Minta Estate,8
Minta Estate,9
Minta Estate,9B
Minton Place Estate,1
Minton Place Estate,3
Mirage Park,1
Mitchell Grove Estate,1
Mitchell Grove Estate,11
Mitchell Grove Estate,12
Mitchell Grove Estate,13
Mitchell Grove Estate,14
Mitchell Grove Estate,8
Modeina Estate,12
Modeina Estate,17
Modeina Estate,18
Modeina Estate,19
Modeina Estate,22
Modeina Estate,24
Modeina Estate,27
Modeina Estate,29
Modeina Estate,32
Modeina Estate,33
Modeina Estate,34
Monarch,1
Monarch,2
Monarch,3
Monarch,4
Monash Views Estate,6
Monash Views Estate,7
Montana,1
Montana,2
Montview Estate,1
Monument Estate,1
Monument Estate,10
Monument Estate,11
Monument Estate,12
Monument Estate,13
Monument Estate,14
Monument Estate,16
Monument Estate,2
Monument Estate,3
Monument Estate,4
Monument Estate,5
Monument Estate,7
Monument Estate,8
Monument Estate,9
Moonstone,1
Mount Aliza,1
Mount Aliza,2
Mount Atkinsons,1
Mount Atkinsons,10
Mount Atkinsons,12
Mount Atkinsons,13
Mount Atkinsons,14
Mount Atkinsons,15
Mount Atkinsons,15B
Mount Atkinsons,16
Mount Atkinsons,17
Mount Atkinsons,18
Mount Atkinsons,19
Mount Atkinsons,2
Mount Atkinsons,21
Mount Atkinsons,22
Mount Atkinsons,23
Mount Atkinsons,24
Mount Atkinsons,25
Mount Atkinsons,26
Mount Atkinsons,27
Mount Atkinsons,28
Mount Atkinsons,3
Mount Atkinsons,301
Mount Atkinsons,302
Mount Atkinsons,303
Mount Atkinsons,304
Mount Atkinsons,305
Mount Atkinsons,306
Mount Atkinsons,307
Mount Atkinsons,308
Mount Atkinsons,309
Mount Atkinsons,310
Mount Atkinsons,311
Mount Atkinsons,4
Mount Atkinsons,401
Mount Atkinsons,402
Mount Atkinsons,403
Mount Atkinsons,404
Mount Atkinsons,405
Mount Atkinsons,406
Mount Atkinsons,407
Mount Atkinsons,5
Mount Atkinsons,501
Mount Atkinsons,503
Mount Atkinsons,506
Mount Atkinsons,507
Mount Atkinsons,508
Mount Atkinsons,6
Mount Atkinsons,7
Mount Holden,4
Mount Holden,6
Mount Pleasant Estate,1
Mount Pleasant Estate,2
Mount Pleasant Estate,2B
Mount Pleasant Estate,3
Mount Pleasant Estate,3B
Mount Pleasant Estate,4
Mount Pleasant Estate,5
Mount Pleasant Estate,5B
Mount Pleasant Estate,5C
Mount Pleasant Estate,5D
Mount Pleasant Estate,6A
Mount Pleasant Estate,6B
Mount Pleasant Estate - Minton Release,1
Mount Pleasant Estate - Minton Release,3
Mount Pleasant Estate - Minton Release,4
Mountain Views,1
Mystique Estate,1
Mystique Estate,2
Mystique Estate,3
Mystique Estate,4
Mystique Estate,5
Mystique Estate,6
Mystique Estate,7
Mystique Estate,8
Narracan Lakes Estate,1
Narracan Lakes Estate,2
Narracan Lakes Estate,3
Nature's Run,5
Nelson Village,1
Nelson Village,2
Nelsons Place,1
New Gardens,1
New Gardens,2
Newbridge South,4
Newbridge South,7
Newbridge South,9
Newgate Estate,10
Newgate Estate,11
Newgate Estate,12
Newgate Estate,13
Newgate Estate,15
Newgate Estate,16
Newgate Estate,17
Newgate Estate,2
Newgate Estate,3
Newgate Estate,4
Newgate Estate,6
Newgate Estate,7
Newgate Estate,8
Newgate Estate,9
Newhaven Estate,1
Newhaven Estate,10
Newhaven Estate,11
Newhaven Estate,12
Newhaven Estate,13
Newhaven Estate,14
Newhaven Estate,15
Newhaven Estate,16
Newhaven Estate,17
Newhaven Estate,18
Newhaven Estate,19
Newhaven Estate,2
Newhaven Estate,20
Newhaven Estate,21
Newhaven Estate,22
Newhaven Estate,23
Newhaven Estate,26
Newhaven Estate,28
Newhaven Estate,29
Newhaven Estate,3
Newhaven Estate,4
Newhaven Estate,5
Newhaven Estate,6
Newhaven Estate,7B
Newhaven Estate,8
Newhaven Estate,9
Newmarque Estate,1
Newmarque Estate,3
Newmarque Estate,4
Newmarque Estate,5
No Estate,
No. 8 Lot 1843 Biota Way Mambourin,18
North Quarter,1
North Quarter,2
North Quarter,3
Northgate,3
Northridge,1
Northside,1
Northside,2
Northside,3
Northside,3A
Northside,4
Oak Grove,2
Oak Grove,3
Oak Grove,4
Oak Grove,5
Oak Hill Estate,1
Oak Hill Estate,3
Oak Hill Estate,4
Oak Hill Estate,5
Oakdene Estate,10
Oakdene Estate,11A
Oakdene Estate,18
Oakdene Estate,21
Oakdene Estate,23
Oakdene Estate,7
Oakdene Estate,8
Oakdene Estate,9
Oaklands Estate,1
Oaklands Estate,3
Oaklands Estate,4
Ocean Grand,1
Oceana,1
Octave,1A
Octave,1B
Octave,2A
Octave,3
Octave,4
Octave,5
Octave,6
Octave,7
Officer Central,1
Officer Central,11
Officer Central,12
Officer Central,2
Officer Central,3
Officer Central,3A
Officer Central,4
Officer Central,5
Officer Central,6
Officer Central,7
Officer Central,8
Officer Central,9
Officer Fields,1
Officer Fields,2
Officer Fields,3
Officer Fields,4
Officer Fields,5
Officer Fields,7
Olearia,1
Olive Court,1
Olivia Estate,11
Olivia Estate,13
Olivia Estate,14
Olivia Estate,2
Olivia Estate,3
Olivia Estate,4
Olivia Estate,5
Olivia Estate,6
Olivia Estate,7
Olivia Estate,8
Olivine Estate,1
Olivine Estate,10
Olivine Estate,11
Olivine Estate,12
Olivine Estate,13
Olivine Estate,15
Olivine Estate,16
Olivine Estate,17
Olivine Estate,18
Olivine Estate,2
Olivine Estate,22
Olivine Estate,23
Olivine Estate,24
Olivine Estate,25
Olivine Estate,26
Olivine Estate,27
Olivine Estate,28
Olivine Estate,29
Olivine Estate,3
Olivine Estate,32
Olivine Estate,4
Olivine Estate,5
Olivine Estate,9
One,1
One,2
One,3
One,4
One Bells Estate,11
One Bells Estate,12
One Bells Estate,13
One Bells Estate,14
One Bells Estate,15
One Bells Estate,16
One Bells Estate,2
One Bells Estate,3
One Bells Estate,4
One Bells Estate,5
One Bells Estate,7
One Bells Estate,8
One Bells Estate,9
One Village Estate,1
One Village Estate,3
Ooranya,1
Ooranya,11
Ooranya,12
Ooranya,12 B
Ooranya,14
Ooranya,15A
Ooranya,16
Ooranya,16B
Ooranya,21
Ooranya,26a
Ooranya,3
Ooranya,4
Ooranya,4C
Ooranya,7
Ooranya,8
Ooranya,9B
Opalia,1
Opalia,2
Opalia,2A
Opalia,3
Opalia,4
Opalia,5
Opalia,6
Opalia,8
Opalia,9
Ora,1A
Ora,2
Orana,10
Orana,11
Orana,12
Orana,14
Orana,16
Orana,17
Orana,18
Orana,19
Orana,2
Orana,20
Orana,21
Orana,22
Orana,23
Orana,24
Orana,25
Orana,26
Orana,3
Orana,4
Orana,5
Orana,9
Orchard Estate,1
Orchard Estate,10
Orchard Estate,11
Orchard Estate,12
Orchard Estate,13
Orchard Estate,14
Orchard Estate,15
Orchard Estate,2
Orchard Estate,3
Orchard Estate,4
Orchard Estate,5
Orchard Estate,6
Orchard Estate,7
Orchard Estate,8
Orchard Estate,9
Orchard Green Estate,1
Orchard Green Estate,10
Orchard Green Estate,11
Orchard Green Estate,12
Orchard Green Estate,13A
Orchard Green Estate,14
Orchard Green Estate,15
Orchard Green Estate,16A
Orchard Green Estate,2
Orchard Green Estate,3
Orchard Green Estate,4
Orchard Green Estate,4B
Orchard Green Estate,5A
Orchard Green Estate,6
Orchard Green Estate,7
Orchard Green Estate,8
Orchard Green Estate,9
Orchard Rise Estate,5
Orchard Rise Estate,8
Orchard Square,1 Lot A
Orchard Square,1 Lot C
Orison,1
Ortus,1
Oskar Court,1
Pakenham Rise Estate,1
Palomino,1
Palomino,2
Panorama Estate DO NOT PACKAGE,1
Panorama Estate DO NOT PACKAGE,2
Panorama Estate DO NOT PACKAGE,3
Panorama Estate Morwell,1
Panorama Estate Morwell,2
Panorama Estate Morwell,3
Paragon Estate,4
Paragon Estate,5
Parc On Plymount,1
Park Central Estate,6
Parkbrook Estate,1
Parkbrook Estate,2
Parkbrook Estate,3
Parkbrook Estate,4
Parkbrook Estate,5
Parkbrook Estate,6
Parkbrook Estate,7
Parkbrook Estate,9
Parklane Estate,1
Parklane Estate,2
Parklane Garden,2
Parklane Garden,3
Parklane Garden,4
Parklane Garden,5
Parklane Garden,7
Parks Edge Estate,8
Parkside Berwick,1
Parkside Berwick,2
Parkside Estate,1
Parkside Estate,2
Parkside Estate,3
Parkside Estate,4
Parkview,10
Parkview,11
Parkview,8
Parkview,9
Parkview - Kilmore,1
Parkview - Lara,1
Parkview - Lara,10
Parkview - Lara,11
Parkview - Lara,12
Parkview - Lara,13
Parkview - Lara,3
Parkview - Lara,4
Parkview - Lara,6
Parkview - Lara,7
Parkview - Lara,8
Parkview - Lara,9
Pavilion Estate,1
Pavilion Estate,2
Pavilion Estate,3
Pavilion Estate,4
Pavilion Estate,5
Pavilion Estate,6
Pavilion Estate,6A
Pavilion Estate,7
Pavilion Estate,8
Pavilion Estate,8A
Pavilion Estate,9
Pearland Estate,1
Pearland Estate,3
Pearland Estate,4
Pelican Place Estate,1
Pelican Place Estate,2
Penny Royal Estate,15
Penny Royal Estate,3
Penny Royal Estate,4A
Penny Royal Estate,4B
Penny Royal Estate,5A
Penny Royal Estate,5B
Peppercorn Hill,1
Peppercorn Hill,12
Peppercorn Hill,18
Peppercorn Hill,20
Peppercorn Hill,21
Peppercorn Hill,22
Peppercorn Hill,26
Peppercorn Hill,27
Peppercorn Hill,28
Peppercorn Hill,29
Peppercorn Hill,30
Peppercorn Hill,302
Peppercorn Hill,305
Peppercorn Hill,33
Peppercorn Hill,34
Peppercorn Hill,5
Peppercorn Hill,6
Peppercorn Hill,7
Peppermint Grove Estate,6
Peppermint Grove Estate,8
Peppermint Grove Estate,9
Perch,1
Perch,2
Phalaris Park,1
Phalaris Park,11
Pinnacle Estate,1
Pinnacle Estate,10A
Pinnacle Estate,11
Pinnacle Estate,2
Pinnacle Estate,3
Pinnacle Estate,4
Pinnacle Estate,5
Pinnacle Estate,6A
Pinnacle Estate,7A
Pinnacle Estate,7B
Pinnacle Estate,8
Pinnacle Estate,9
Platform Estate,1
Platform Estate,2
Platform Estate,3
Platform Estate,4
Platform Estate,4C
Platform Estate,4D
Platform Estate,5
Platform Estate,5A
Platform Estate,6
Platform Estate,7
Platform Estate,7A
Platform Estate,9
Platinum Rise,1
Platinum Rise,2
Platinum Rise,3
Platinum Rise,4
Platinum Rise,5
Platinum Rise,8
Plenty Valley Views,1
Plenty Valley Views,2
Ploughmans Arms Estate,1
Ploughmans Arms Estate,2
Ploughmans Arms Estate,3
Ploughmans Arms Estate,4A
Ploughmans Arms Estate,4B
Ploughmans Arms Estate,5
Primrose Park,1
Prominence Estate,3
Prominence Estate,4
Prospect Views Estate,1
Prosper,2
Providence,1
Providence,2
Providence,3
Providence - Officer,1
Providence - Officer,2
Providence - Officer,3
Province  Estate,1
Province  Estate,2
Province  Estate,3
Province  Estate,4
Province  Estate,A
Quarters Estate,16
Quay Estate,11
Quay Estate,13
Quay Estate,14
Quay Estate,16
Queens Brook,1
Queens Brook,1A
Queens Brook,1B
Queens Brook,2
Queens Brook,3B
Radison,1a
Ramlegh Springs Estate,10
Ramlegh Springs Estate,11
Ramlegh Springs Estate,13
Ramlegh Springs Estate,15
Ramlegh Springs Estate,16
Ramlegh Springs Estate,17
Ramlegh Springs Estate,18
Ramlegh Springs Estate,9
Rathdowne Estate,10
Rathdowne Estate,11
Rathdowne Estate,12
Rathdowne Estate,13
Rathdowne Estate,14
Rathdowne Estate,15
Rathdowne Estate,16
Rathdowne Estate,18
Rathdowne Estate,19
Rathdowne Estate,2
Rathdowne Estate,20
Rathdowne Estate,21
Rathdowne Estate,3
Rathdowne Estate,31
Rathdowne Estate,4
Rathdowne Estate,5
Rathdowne Estate,8
Rathdowne Estate,9
Redlands Estate,1
Redlands Estate,2
Redlands Estate,3
Redstone Eastvale Estate,1
Redstone Eastvale Estate,10
Redstone Eastvale Estate,16
Redstone Eastvale Estate,2
Redstone Eastvale Estate,3
Redstone Eastvale Estate,4
Redstone Estate,10
Redstone Estate,18
Redstone Estate,21A
Redstone Estate,21B
Redstone Estate,5B
Redstone Estate,9A
Redstone Macedon Views Estate,1
Redstone Macedon Views Estate,2
Redstone Macedon Views Estate,21B
Redstone Macedon Views Estate,3
Redstone Macedon Views Estate,4
Redstone Northvale Estate,1
Redstone Northvale Estate,10
Redstone Northvale Estate,11
Redstone Northvale Estate,2
Redstone Northvale Estate,3
Redstone Northvale Estate,4
Redstone Northvale Estate,5A
Redstone Northvale Estate,5B
Redstone Northvale Estate,6
Redstone Northvale Estate,7
Redstone Northvale Estate,8
Redstone Northvale Estate,9A
Redstone Panorama Estate,1
Redstone Panorama Estate,2
Redstone Panorama Estate,3
Redstone Panorama Estate,4
Redstone The Sanctuary,6
Redstone Town Centre Estate,1
Redstone Town Centre Estate,2
Redstone Town Centre Estate,3
Redstone Town Centre Estate,4
Redstone Valleyview Estate,1
Redstone Valleyview Estate,2
Redstone Valleyview Estate,3
Redstone Valleyview Estate,4
Reeves Place,1
Regency Views Estate,1
Regent Views Estate,1
Regent Views Estate,2
Renaissance Rise,20
Renaissance Rise,22
Renaissance Rise,23
Ridgelea,10
Ridgelea,12
Ridgelea,2
Ridgelea,4
Ridgelea,5
Ridgelea,6
Ridgelea,7
Rivendell Heights  Estate,1
Rivendell Heights  Estate,2
Rivendell Heights  Estate,3
Rivendell Heights  Estate,4
Rivendell Heights  Estate,5
Rivendell Heights  Estate,6
River Garden Estate,2
River Garden Estate,3
River Garden Estate,4
River Valley,6D
River Valley,7A
River Valley,7B
River Valley,7C
Riverbank Gardens Estate,1
Riverdale Village Estate,1
Riverdale Village Estate,11
Riverdale Village Estate,12
Riverdale Village Estate,13
Riverdale Village Estate,14
Riverdale Village Estate,14B
Riverdale Village Estate,15
Riverdale Village Estate,16
Riverdale Village Estate,17
Riverdale Village Estate,18
Riverdale Village Estate,19
Riverdale Village Estate,19B
Riverdale Village Estate,20A
Riverdale Village Estate,21
Riverdale Village Estate,22
Riverdale Village Estate,23
Riverdale Village Estate,3A
Riverdale Village Estate,3B
Riverdale Village Estate,4
Riverdale Village Estate,5
Riverdale Village Estate,6
Riverdale Village Estate,7
Riverdale Village Estate,8
Riverdale Village Estate,9
Riverfield,1
Riverfield,10
Riverfield,11
Riverfield,12
Riverfield,2
Riverfield,21
Riverfield,22
Riverfield,23
Riverfield,24
Riverfield,26
Riverfield,29
Riverfield,30
Riverfield,31
Riverfield,4
Riverfield,6
Riverfield,7
Riverfield,8
Riverfield,9
Riverhills Estate,1
Riverhills Estate,2
Riverhills Estate,3
Riverhills Estate,5
Riverhills Estate,6
Riverhills Estate,7
Riverina Rise Estate,4
Riverina Rise Estate,5
Riverstone Estate,14
Riverview Winchelsea,1
Riverviews Estate,10
Riverwalk Estate,1
Riverwalk Estate,10
Riverwalk Estate,11
Riverwalk Estate,12
Riverwalk Estate,13
Riverwalk Estate,14
Riverwalk Estate,15
Riverwalk Estate,16
Riverwalk Estate,17
Riverwalk Estate,18
Riverwalk Estate,1B
Riverwalk Estate,20
Riverwalk Estate,21
Riverwalk Estate,22
Riverwalk Estate,22B
Riverwalk Estate,23A
Riverwalk Estate,23B
Riverwalk Estate,24
Riverwalk Estate,25A
Riverwalk Estate,25D
Riverwalk Estate,26
Riverwalk Estate,27A
Riverwalk Estate,28
Riverwalk Estate,29
Riverwalk Estate,30
Riverwalk Estate,31
Riverwalk Estate,32
Riverwalk Estate,33
Riverwalk Estate,34
Riverwalk Estate,35B
Riverwalk Estate,36
Riverwalk Estate,39
Riverwalk Estate,41
Riverwalk Estate,42
Riverwalk Estate,43
Riverwalk Estate,45A
Riverwalk Estate,5
Riverwalk Estate,9
Rivulet Estate,1
Rivulet Estate,2
Rivulet Estate,3
Rivulet Estate,4
Rivulet Estate,5
Rivulet Estate,6
Rivulet Estate,7
Rivulet Estate,8
Rivulet Estate,9
Robinsons Rise Estate,1A
Robinsons Rise Estate,1B
Robinsons Rise Estate,2
Rockcliffe,1
Rockdale Estate,1
Rockdale Estate,2
Rockdale Estate,3
Rosalia,1
Rosehill,1
Rosehill,2
Rosehill,4
Rosehill,7
Rosenthal Estate,1
Rosenthal Estate,11
Rosenthal Estate,13
Rosenthal Estate,14
Rosenthal Estate,15
Rosenthal Estate,16
Rosenthal Estate,17
Rosenthal Estate,26
Rosenthal Estate,32
Rosenthal Estate,34
Rosenthal Estate,9W
Rosenthal Estate,E1
Rosenthal Estate,E10
Rosenthal Estate,E3
Rosenthal Estate,E4
Rosenthal Estate,E5
Rosenthal Estate,E6
Rosenthal Estate,E7
Rosenthal Estate,E8
Rosenthal Estate,E9
Rosenthal Estate,SE1
Rosenthal Estate,SE2
Rosenthal Estate,W10
Rosenthal Estate,W11
Rosenthal Estate,W12
Rosenthal Estate,W3
Roses Estate,3
Roses Estate,4
Roses Estate,5
Roses Estate,6
Rosewood Estate,1A
Rosewood Estate,2
Rosewood Estate,3
Rosewood Estate,4
Rosewood Estate,5
Rosewood Estate,6
Rothwell Estate,1
Rothwell Estate,14
Rothwell Estate,15
Rothwell Estate,16
Rothwell Estate,17
Rothwell Estate,19
Rothwell Estate,25
Rothwell Estate,26
Rothwell Estate,28
Rothwell Estate,4
Rothwell Estate,5
Rothwell Estate,6
Rothwell Estate,9
Saffron Estate,1
Saltwater Coast Estate,15
Saltwater Coast Estate,17
Saltwater Coast Estate,20
Saltwater Coast Estate,21
Saltwater Coast Estate,22
Saltwater Coast Estate,24
Saltwater Coast Estate,28
Saltwater Coast Estate,29
Saltwater Coast Estate,29A
Saltwater Coast Estate,32
Saltwater Coast Estate,33
Saltwater Coast Estate,34A
Saltwater Coast Estate,35A
Saltwater Coast Estate,5
Saltwater Coast Estate,6
Saltwater Coast Estate,7
Samara,1
Samara,2
Sanctuary Estate,2
Sanctuary Estate,3
Sanctuary Estate,4
Sanctuary Estate,5
Sanctuary Estate,6
Sanctuary Estate,6B
Sanctuary Estate,7
Sanctuary Lakes Estate,19
Sanctuary Lakes Estate,32
Sanctuary Springs,1
Sanctuary Springs,2
Sanctuary Springs,3
Sapphire,2
Sapphire,4
Sapphire,5
Sapphire,6
Saratoga Estate,10
Saratoga Estate,11
Saratoga Estate,6
Saratoga Estate,8
Saratoga Estate,9
Savana Estate,10
Savana Estate,11
Savana Estate,11A
Savana Estate,12
Savana Estate,13
Savana Estate,14
Savana Estate,15A
Savana Estate,1A
Savana Estate,1B
Savana Estate,2
Savana Estate,3
Savana Estate,4
Savana Estate,5
Savana Estate,6
Savana Estate,7
Savana Estate,8
Savana Estate,9
Savana Estate,9B
Scenic Botanica,1
Sea Spray Estate,7
Sea Spray Estate,8
Seabreeze Estate,15
Seabreeze Estate,16
Seachange,1
Seachange,10
Seachange,11
Seachange,12
Seachange,2
Seachange,3
Seachange,4
Seachange,5
Seachange,6
Seachange,7
Seachange,8
Seachange,9
Seaside Estate,1
Seaside Estate,2
Seaside Estate,8
Seaton Estate,1
Serenity Estate,1
Serenity Estate,2
Serenity Estate,3
Serenity Estate,4
Settlers Hill Estate,10
Settlers Hill Estate,11
Settlers Hill Estate,6
Settlers Hill Estate,9
Seventh Bend Estate,1
Seventh Bend Estate,10
Seventh Bend Estate,11
Seventh Bend Estate,13
Seventh Bend Estate,14
Seventh Bend Estate,16
Seventh Bend Estate,17
Seventh Bend Estate,18
Seventh Bend Estate,19
Seventh Bend Estate,2
Seventh Bend Estate,20
Seventh Bend Estate,21
Seventh Bend Estate,3
Seventh Bend Estate,4
Seventh Bend Estate,5A
Seventh Bend Estate,5B
Seventh Bend Estate,6A
Seventh Bend Estate,6B
Seventh Bend Estate,6C
Seventh Bend Estate,6D
Seventh Bend Estate,7A
Seventh Bend Estate,7B
Seventh Bend Estate,8
Seventh Bend Estate,9
Sherwood Grange,1
Sherwood Grange,2
Sherwood Grange,3
Sherwood Grange,4
Sherwood Grange,5
Sherwood Grange,6
Sienna Estate,5
Sienna North Estate,1
Sienna North Estate,2
Sienna North Estate,3
Sienna North Estate,4
Sienna Rise Estate,1
Sienna Rise Estate,2
Sienna Rise Estate,3
Sienna Rise Estate,4
Sienna Rise Estate,5
Silk Estate,2
Silverwood Estate,1
Silverwood Estate,2
Silverwood Estate,3
Silverwood Estate,5
Silverwood Estate,6
Silverwood Estate,8
Sinclair Heights Estate,1
Sinclair Heights Estate,2
Sinclair Heights Estate,4
Skylark,1
Skylark,2
Skylark,3
Skylark,4
Skylark,5
Skyline Vista,2
Skymont,1
Skymont,2
Skymont,2B
Skymont,3
Smiths Lane,1
Smiths Lane,10
Smiths Lane,12
Smiths Lane,13
Smiths Lane,14
Smiths Lane,15
Smiths Lane,16
Smiths Lane,17
Smiths Lane,18
Smiths Lane,19
Smiths Lane,2
Smiths Lane,20
Smiths Lane,21
Smiths Lane,22
Smiths Lane,25
Smiths Lane,26
Smiths Lane,27
Smiths Lane,27B
Smiths Lane,28
Smiths Lane,29
Smiths Lane,3
Smiths Lane,30
Smiths Lane,31
Smiths Lane,32
Smiths Lane,33
Smiths Lane,34
Smiths Lane,38
Smiths Lane,39
Smiths Lane,4
Smiths Lane,40
Smiths Lane,41
Smiths Lane,42
Smiths Lane,44
Smiths Lane,5
Smiths Lane,6
Smiths Lane,7
Smiths Lane,8
Smiths Lane,9
Smiths Park,10
Smiths Park,11
Smiths Park,12
Smiths Park,13
Smiths Park,5
Smiths Park,6
Smiths Park,7
Smiths Park,8
Society,2
Society,3
Society,5
Somerdale Heights,1A (101-132)
Somerdale Heights,1A (133-145)
Somerdale Heights,5
Somerdale Heights,6
Somerdale Heights,7
Somerfield Estate,14
Somerfield Estate,32
Somerfield Estate,35
